,labels,sentences
858823,1,1
1443121,1,1
952120,1,1
1507947,1,1
909916,1,1
1335677,1,1
431741,0,@GoetzMehroxoff  Oh well!  Thank goodness homework days are over
2619,0,Off to see my German girl for her last night in Brisbane 
5929,0,Itï¿½s such a nice day outside. And hereï¿½s me stuck at my PC 
1122366,1,1
1557241,1,1
882634,1,1
104452,0,@meln4 insanely....everyone is out and the boys haven't twittered in AGES  lol
1153811,1,1
328107,0,@frodnesor got dissed at Volante. Both tables were busy with people waiting. So at Martinez. 
471687,0,I hate thunder!! Booooooo 
569616,0,the sink hole on my block has re-routed my bus making it even less predictable. 
1428920,1,1
1003108,1,1
1303289,1,1
2073,0,@mileycyrus I guess counting sheep didn't work  Hope you get some sleep!
594330,0,damn it! damn it! Download failed! Gotta redownload the entire software upgrade again 
951535,1,1
713114,0,me and the 11 year old im babysitting have the same taste in men. too bad he's in highschool  lol
456120,0,@mysoursally lahh emg sblmnya ga organic yaa?? fruity pebblesnya uda ada lagi belon 
580574,0,"@kimberleecline  that sucks. Yeah, that might be tough"
449082,0,Seem to have issues receiving ESPN &amp; ESPN 2 in HD on Directv.  Only able to get their SD counterparts 
1086419,1,1
734308,0,@qdolan   Bad things come in threes
40681,0,noooooo it's 3 am and i'm doing nothing 
845113,1,1
1581930,1,1
839143,1,1
359195,0,"Don't feel like doin shit, but already promised my homegirl id help her move.   wtf."
19915,0,"@chriscornell Were you just in Milwaukee? If so, I am sad that I wasn't there. We were recording that day. "
719828,0,I feel lonely. 
814106,1,1
151439,0,"@k_baker oh mang, we'll be out of town.   WHEN DO I GET TO SEE DAVE IN CURE MAKEUP?"
1571665,1,1
621676,0,@BenVereen my grammy and dad has it 
985347,1,1
536471,0,soccer tonight. get to drive all by myself to millet. and probably get lost 
1068998,1,1
1598697,1,1
681175,0,im awake kids woke us at 6:45  tried to get some more sleep on the couch with no luck ...fathers day ha.
268178,0,Trying to book flights to Malaysia but the site keeps crashing BUGGER!! 
633161,0,@thisisbree  I am teh ashamed. 
249801,0,at urgent care in glendale with my baby boo. she's sick 
631886,0,@acostalyn Me to Ai! Mine aint even running right now 
652658,0,@NaisHaniEyedGel and savannah probably hates me now because I had to snitch on her. My life is just plain OVER. 
418720,0,"Saturday was no fun! Its 6:40 so the day isn't over, but I kno its not gonna get better! We were suppose 2 go 2 the beach but never went! "
1150257,1,1
433213,0,i dont wanna go to work............ 
64877,0,"@carlosevia You and your students apparently.  That too on a Sunday!  Psst: don't answer it, they'll get the message eventually."
1171646,1,1
191274,0,@Mr_PaulEvans: honey.. I got there and lost my drinking mood.. Almost instantly 
1411398,1,1
620249,0,work at 6p 
1567861,1,1
1207774,1,1
1581604,1,1
1255918,1,1
1429115,1,1
1158670,1,1
115572,0,@420thoughts I'm dry too 
1481293,1,1
532093,0,Had the saddest day today going to the funeral of a tiny baby with a girl from work 
1267604,1,1
744346,0,@JujuKatz  Tues is just around the corner.
104132,0,I think Rusky has had a slight relapse. She can barely keep her eyes open and she's not eating 
1085594,1,1
820502,1,1
791911,0,I feel awful today and want to just go back to bed.  Too bad my kids aren't old enough to babysit themselves 
1521260,1,1
1243199,1,1
312681,0,"@raphaellochan Didn't even look at specs. All outer beauty, I'm so shallow "
28742,0,@RayHughesLA Can't believe you didn't call me about this! 
303564,0,"i do love the movie, the jane austen book club. even if im up 2 hrs past my bedtime "
1046419,1,1
773508,0,i dont want to stay here 
528712,0,"@CourtnessMonstr wtf is that? i miss you, best friend. "
992657,1,1
72373,0,@haYngirlie  did you send them to me? ur evil lol j/k screw marketing msgs their links to crappy sites that no 1 cares about lol
614911,0,Another viewing. Nice size lounge and huge kitchen! Although room's a bit small and I get the impression people don't social together 
701438,0,"On a plane. Hartford, CT here we come. And of course josh and I don't get to sit by each other on the 3 and a half hour flight. "
1388264,1,1
1547071,1,1
1379673,1,1
307401,0,@lucyyhale well i miss sage and rose...  what's someone to do?
1108960,1,1
152686,0,@katiebug618 aww that sucks...I rented it tonight hoping it was at least decent 
386057,0,Working a double  so tired
1460237,1,1
1218419,1,1
1258032,1,1
1546941,1,1
1202060,1,1
55399,0,iTunes what did you do with Boom Boom Pow??? I NEED it for my race tomorrow 
366509,0,@Mexiliu what you mean  you'll ignore me?? sad thing is..I might not be able to go to the show.. 
57076,0,Just took a five mile run.  I thought my hurt foot was an excuse I made up so I wouldn't have to run today.  I was wrong. 
1422768,1,1
611401,0,..its almost over 
472970,0,"The Isabelle Comedienne  death is so sad, I am amazed the media ignore her death but sure hey Millions were made off her fragile frame. "
846278,1,1
130088,0,Off to work! Dumb septa always making me run late. No breakfast this am!  
744033,0,"Having a lazy sunday, considering i can't move from my bed, i hate being ill "
1559324,1,1
899607,1,1
1413427,1,1
1003187,1,1
668674,0,@Mattdavelewis Why aren't you coming to Milan as well? 
1180335,1,1
792274,0,He's about to go in...I'm nervous!!! My boyyyyy. 
1422574,1,1
1538549,1,1
554950,0,YES THAT'S IT I HATE BRITNEY @TwitsMaggee she scares me 
1396135,1,1
327743,0,@Eric_Chambers I tried my best. 
1596458,1,1
1126111,1,1
147123,0,@bellabacchante no wai ï¿½ that really sucks 
1559836,1,1
280386,0,dammit it's not fucking working! shit you! 
17410,0,@RayRetaliation Oh  Hope you get better!
248670,0,still sick. Gonna have to miss Matt &amp; Tara's wedding 
691478,0,@innajunglestyle  a sad time indeed. They will be  selling cocktails next 
779419,0,"I wanna buy Rolling Stone magazine, but they don't seem to sell it in my local WHSmith anymore. "
1228051,1,1
1586739,1,1
1326115,1,1
1089509,1,1
1274106,1,1
199502,0,how do you create a friendship without getting emotionally involved? didn't sleep well and stressing about job transportation 
1324943,1,1
299673,0,Dreading the dental nurse calling my name 
188140,0,misses the first dumbledore 
1193304,1,1
1157779,1,1
1404850,1,1
1119021,1,1
425414,0,"@laurasaurusrexx Bleurgh, I gave her the benefit of the doubt for so long "
1107458,1,1
1420662,1,1
1184370,1,1
867346,1,1
1152527,1,1
759593,0,They woke me up early today 
1563360,1,1
848970,1,1
462672,0,so dam blue   went and saw the proposal it was asum!!!!
567746,0,Making postcards for the #mailart project on my lunchbreak and it's started to rain  typical UK
350074,0,my goodness the tubes are slllllow today   
126202,0,"never thought i would say this but: i want to go to school tomorrow  but i can't, i hate being sick."
491815,0,The Study Of Language ! here i come 
94443,0,"On my way to school, I'm having a four hour math test. "
108009,0,"@iamV247 well we normally only have a few short hot days, but this summer could be elong and HOT!   i like hotness but not too much!"
104825,0,"I wish Patrick was okay, and would call me "
153019,0,@arrenzjay she's dead now 
1157210,1,1
787390,0,It's raining. Berlin looks so grey. 
833207,1,1
496718,0,@woodbetony I do not like your reply about the peaches.  Hopefully they will pull through.
1398261,1,1
244371,0,@kimlevin76 That sounds like heaven.  I had sweet tea in Texas once- they don't have it in Cali 
273342,0,@swmaina saw this on saturday - was so sad 
1294447,1,1
33093,0,"@mileycyrus Don't be sad  Everything's okay, love you."
237395,0,Just dropped Kimmy off at train station &amp; going back to sleep but I'm still sad to see her leave 
745677,0,@GracieBabesX IM JEALOUS!!!!!  im on hol that day... 
708973,0,I had to take my redbull bedroom jam wristband off today  Had it on for almost 2 months.Really sad as it was my first @blackgoldmusic show
381586,0,got shopping to do  then lunch with friends
1270446,1,1
1055522,1,1
1480836,1,1
357912,0,Annoyed! Cant find the sims 3 
1433428,1,1
1542511,1,1
693848,0,I've got &quot;Hey Jude&quot; stuck in my head 
1291570,1,1
1174362,1,1
551083,0,today really miss my late dad  i don't know why. he left us all on the 27th of this month 2007
463355,0,off to school.  with no email... how stupid.
1433648,1,1
513881,0,Is now off to 12.25 Mass followed by lunch with Barbara...the goodbyes are begining 
122821,0,Finally my windows laptop has conked off 
10379,0,@styletime Again! 
635829,0,I feel like a Haitian Cab Driver In The Mornings 
1244721,1,1
902491,1,1
83398,0,"@guppies @flyingchicken12 @chanelflannel @beckstan hiii hope you all are still alive, isn't it sad that we have to mug still? "
1429341,1,1
293672,0,I wanna &quot;the summit&quot; with @30SECONDSTOMARS in Argentina... 
617102,0,listennnningggg to nickelback. then going to sarahhs  for her graduation. THEY GROW UP SO FAST!  lol &lt;3
1019291,1,1
631391,0,did NOT realize that moving out meant you were no longer invited to go on family vacations to celebrate fathers day 
8472,0,Copernicus has to have surgery today   Pray for my kitty please
627893,0,@chris_brawl well stop posting it round everywhere then  i'm sick of his scary face!
627889,0,@dcgirl627  I can't wait that long lol
847176,1,1
756282,0,not looking forward to swim lessons at 9am 
493329,0,starting to look real ugly outside in midtown 
1050557,1,1
633958,0,What'd i do? What i did i honestly didn't know i was doing. 
412107,0,@David_Henrie im sorry my friend i dont think its gonna happen  but we gotta BELIEVEEE!!
806952,1,1
853078,1,1
1541459,1,1
1490483,1,1
819027,1,1
1425237,1,1
222813,0,"if a guy friend cheats on your friend and youve been sworn to secrecy, what do you do? "
836612,1,1
1500407,1,1
276070,0,Hungover!  But Last Night Was Soooo Worth it!!!
1577938,1,1
1324906,1,1
354048,0,Just got 45 emails in the span of 2 mins from the Everest empire 
1460956,1,1
659739,0,@postshaggy No!!! I forgot my cell phone while I was downtowwn!!! I'm sorry! 
756784,0,"@TechnoJava You do know &quot;American Pie&quot; was the name of the plane they where on that crashed , the day the music died "
727255,0,@elionnn Golf is fall season.. Aren't you doing volleyball though?  It's not too late to join!!! We need girls to join..
1434348,1,1
479211,0,@filipinophinest no im at the library unfortunately..im mad im going to miss it 
1108604,1,1
1363802,1,1
1417779,1,1
334485,0,@brockmanj yeah I am... 
795830,0,I only wish she could play on a team. 
1025410,1,1
233393,0,I HAVE NO LUCK WAT SO EVA WID CATCHIN ANYBODY ONLINE ON TWITTER!  I TINK IMMA HUDDLE UP IN A CORNER NDD CRY NOW :'(
773622,0,"@todayimfine over a MONTH ago, and we're just hearing about it. "
560537,0,le serveur de pages perso de free perso160-g5.free.fr semble down 
1487089,1,1
627416,0,I think my laptop is broken 
1258159,1,1
938422,1,1
217873,0,&quot;a world with more birthdays&quot;? Good? No. We're already overpopulated. It would make disease and despair and homelessness so much worse. 
665137,0,@DIVACANDICEM   Sorry WWE let you go Candice! I was really looking forward to your return to TV  
318957,0,5:30....too early   goodmorning 
470694,0,@NerudaXVII i wanted to do popular music but its not offered!  music in the sixties? or do popular china. with me. 
830582,1,1
647563,0,Oh oh oh so bad  I will miss you S(S(S( | Po zakoÅczeniu S(
990967,1,1
852227,1,1
461909,0,@jakeandamir does pat not have a twitter 
613692,0,@jinxuniverse  that made me cry.
1483253,1,1
1402325,1,1
1240638,1,1
418835,0,@alejrocha ahhh I don't wanna work everyday to play kings alllllll night!!!! 
1353635,1,1
1057715,1,1
1410261,1,1
1016170,1,1
1383143,1,1
1469746,1,1
244980,0,@dddlai I will MISSSSS YOU SO MUCHH. CUPCAKES. PIES. SWEETS. 
1124632,1,1
743232,0,Good fielding  #PakCricket
1161770,1,1
903930,1,1
1157905,1,1
279035,0,Back to the rat race -- had a long night yesterday my little tike was up crying 
427342,0,Some EU citizens get 2 ballots (from 2 different countries) for EU election. Some get none.  Bruxelles needs IA/UX/#contentstrategy ppl!
53740,0,I'm feeling lonely.... I miss my fella 
71961,0,Ugh. Sleeping still not easy. 
1319777,1,1
1475105,1,1
72770,0,Starting work on a bank holiday Monday. Bah 
1483719,1,1
1409783,1,1
271932,0,@R33S They don't do M&amp;M ones over here!  Gutted. I shall have to travel to Aus some time to try it! Upto much tonight?
905378,1,1
410244,0,wants some goldfish  not the kind that are actually alive though lol.
351560,0,slept till 10 woke up all yucky... i had dream about food  which made me hungry and sad cuz we dont have the food dreamt about :'(
1191414,1,1
1273033,1,1
1431288,1,1
696618,0,love the fact that @DonnieWahlberg @jordanknight @joeymcintyre &amp; @dannywood all have twitter. @JonathanRKnight does too but its private.  
1039505,1,1
553983,0,Can my back stop hurting for just a couple hours of sleep 
10391,0,On the way to D.C. for the day with Jillian. We're on a charter bus anD I have to pee really bad. We're in traffic 
1584975,1,1
395911,0,there is  a dead deer in my backyard 
668826,0,@ABeautifulMind1 It's never too late for crumpets! *  * It's too late for crumpets 
542439,0,"Sorry guys...my best friend has a lung tumor (yep, from smoking!), just don't feel like blipp'n right now  I'll be back soon!"
1132678,1,1
542237,0,I worry that my sons do not have an adequate male figure in their lives. I kinda screwed up the job of picking/marrying a good man 
1497398,1,1
567059,0,I hate hate hate chem 
679677,0,teereyes thanks cutesie!! @Charlie_Verdugo thanks babe! I'm sorry we couldn't make it to yours and Mad's party  hahaha
789039,0,"@MelitaWhite ohhhhhh so jealous! Can't find a gluten free bread that is edible, so no bread and butter pudding for me "
1556821,1,1
662648,0,@housepetrelli Wish I could be there 
827553,1,1
748490,0,"I need a LONG vacation with my husband, @shane1411, but the only thing about vacations is you always have to come back! "
686575,0,has Dadnapped shown in Singapore? i forgot 
781552,0,blah..still to awake to fall asleep...and I need sleep so bad 
845040,1,1
224109,0,I HATE HOMEWORK!!!! 
567709,0,Munchkin out of sorts this morning. Heading to the doctors office. 
323379,0,off to drama filled work...great 
587716,0,@7AB why is the chat so late? I'm still in school! 
1541634,1,1
1384026,1,1
112802,0,hates the rain 
151191,0,why couldn't they just let LeBron be GREAT..!! 
1373108,1,1
423521,0,Cat bites hurt like a motherfucker. Especially when infected. Off to MedCheck in the AM for antibiotics 
991467,1,1
197784,0,I miss Backyard Burgers 
146078,0,"@lilfishstudios hey...maybe you will end up in my neck of the woods??  I thought of going last night, but forgot already by the morning! "
80542,0,"Does anyone have like...$490,000 they want to give me? My townhouse is for sale and I don't want to move "
996491,1,1
690231,0,my dad's really pissed off about it bcoz i'm sooooooo much younger than that... 
1538856,1,1
81217,0,lmao @ my roomate. to silly to explain. Just know you'd be loling as well. Work sucked. What do I want to do tonight? 
832193,1,1
1281466,1,1
172642,0,"aww i can't believe that wee girl on bgt was crying, it was so sad "
1730,0,i don't wanna leave CO! 4:15 am is coming too soon!! 
735842,0,@delishass_lisae no they are indeed dead. Did u ever watch their series? I never did. I'm a bad xphiler. 
1251529,1,1
1158584,1,1
1368490,1,1
547659,0,I had the worst headache of all time. And still does. 
612399,0,Fuck. I think I've unfollowed him.  
547337,0,Just spilled a whole bunch of gas on my shoes. The stupid automatic shutoff was broken 
56857,0,@simplysimply nope it was swarming with kids 
260716,0,The Hills finale! I miss Lauren already  MTV Movie awards then Dateline just for my daily dose of Taylor.
408349,0,I hate Hayfever! Today is  the worst day  for me 
1063625,1,1
1100770,1,1
1240921,1,1
776942,0,"@emilayyy huhh, what's ironic. i just got your reply thing. i'm confused. "
1458621,1,1
325740,0,i don't understand it. 
833173,1,1
84811,0,is wondering if Andain will ever release an album! I've been waiting for years now!. 
1152531,1,1
844799,1,1
116544,0,back at the doctor 
1075104,1,1
500911,0,at school.......dont wanna be thoung 
1063720,1,1
1405273,1,1
1411405,1,1
184869,0,@Jae878 im just trying to find tickets to a Yankees game while we are in NY..looks like all the cheap seats are sold 
813172,1,1
1038771,1,1
1549779,1,1
949935,1,1
1299688,1,1
679094,0,"@MsHeather069 haha, because it was 4am derr.. I have work tomorrow morning.. I'm gonna be all alone  sadness .. k 'night"
120042,0,ugh... stupid earthquake 
1321327,1,1
920690,1,1
796199,0,@Malcmail Afraid the lady is dragging me to a pub quiz tonight. It just won't be thursday without my KZ sesh. 
1286445,1,1
941322,1,1
572421,0,@poynterlubz cant believe it!! im gutted now  gonna have a look about to see about other options i think!! thanks for askin x x x x x
49803,0,Let me get up eat. Worry about work on Monday.  Bye 
629681,0,@eriiiCuh   RIP  rambo &quot;rainbow&quot; boy    We love you
1123259,1,1
14451,0,Sour gummie worms left in a scorching hot car in Palm Springs = liquid 
1104994,1,1
924280,1,1
473078,0,"@xeophin Basically I agree, but the free account has too many limitations and my boss is not willing to pay for Vimeo Plus. Money rules "
1074846,1,1
412728,0,"@V29 I feel like a Stooge now, maybe I shouldn't get it "
1541398,1,1
465170,0,about to re-cast the stringcourse 
1437582,1,1
244297,0,missed nearly all of the sunshine 
596994,0,time to work now... 
129642,0,School. I'm in a ill mood today. 
1266018,1,1
1562797,1,1
1398189,1,1
944300,1,1
1360677,1,1
237583,0,susan boyle did a adam lambert.same song(mad world)(i dream a dream) and they both came 2nd 
1222207,1,1
1422430,1,1
129637,0,ugh...class today 
221290,0,@Treenie5 LOL. Similac? Ur so wrong.  ass eyes
1371608,1,1
756494,0,"Jon and Kate  Yeah, yeah I don't know them...but those poor kids."
887890,1,1
384281,0,I'll prob be here cause I'm not going to the derby  Too much going on at home! xx
748738,0,"@mymiaomiao Not working, 'cause it's a private video "
1429428,1,1
610403,0,I may not be going to colorado anymore  
6925,0,@kvainas I like Jaques lu cont but linkie not working 
1276534,1,1
1201669,1,1
172659,0,I hate that place!  
64744,0,@alexzspencerj ;D its so sad tht it had to end though  but now ive jst been anticipating ur EXTRAORDINARY album!!! yeahh love all ur work
883200,1,1
666424,0,#firefox 3.5RC1 93% on acid3 and not smooth 
670890,0,@cuddlenic101 thats no party...... thats lowkey gay  lol
247851,0,@do0dlebugdebz oy. why throw poor conditioner at me lollll. aih.re-revising 
1598654,1,1
458509,0,The Tony awards are like a HUGE honour!! I want to be an actress SO BADD!!! 
937308,1,1
1461567,1,1
939219,1,1
486615,0,@DLisaDure so are you off from school? on vacay? whats the deal... if so then why are you not down here in MIA visiting your cousin 
745181,0,My son has the worst luck with bugs. Got a horrible bite today. No wonder he hates playing outside 
1012543,1,1
1062720,1,1
236406,0,my phone hates my mac  seriously annoying because i want to post about cobra soon 'cause i found pictures of ballet when i was little
1584057,1,1
1422721,1,1
513898,0,"if your planning on coming to new zealand, wait till summer when its warmer cause wea right by antarctica "
653529,0,@Kekeluvsday26 me too  but twitter keeps me entertained
850551,1,1
969566,1,1
578464,0,"@mystifiedLaLa what, so they took over a site and then ruined it? That makes me sad "
887263,1,1
481798,0,"@toywithme Aw  Sorry, the shipping is kind of outrageous."
1183168,1,1
481138,0,is so sleepy from work.....! Really needs a massage  x
582913,0,"@gmemon I can only find albums, songs, itunes u, podcasts and audiobooks.. No movies nor tv-series.. "
491838,0,Aww I wanna come!! Curse me for not having a car!!! 
1050841,1,1
492463,0,Working on homework for summer classes....NOT fun! 
594320,0,killing time again? oh no! if only i could just sleep 
854212,1,1
161448,0,"Augh, fever's gone up again. If I end up missing the WeHo clubbing tomorrow night, I am going to be pissed. Stupid boytoy gave me plague. "
912299,1,1
1516585,1,1
898909,1,1
1368402,1,1
1140715,1,1
84955,0,"Off 2 surgery  later 2 help Liz syringe feed Clyde bunny, he still poorly &amp; his sis is missing him "
183111,0,"Ok this stinks, storm came and all the power is out--that means no Laker game! No internet which means no score--fine I'll go to bed "
1571778,1,1
1499913,1,1
383627,0,Ughhhhh on ma way 2 work  feel like I'm the only soul up dese hrs on a saturday n all ma funnies is sleep 
581463,0,I think that not having sex sucks. 
348928,0,I fell off my sisters bed  it hurt tehe
44158,0,I hate the fact that I was sleeping so good and then got woken up by my kids who evidently can't sleep!   We'd better get to sleep in!
333663,0,still no inell update  going to bed then.
259745,0,"taking myself to get dinner. driving sucks, i suggest you don't do it. i wish my parents would have offered take me to dennys with them. "
107959,0,so this month i'm working over 60 hours per week....  why???  
225534,0,is so so frustrated that i can't go to Maddie's party  it sounds like a blast.
583657,0,"@Simlish oh yea, Societies was a big disappointment from EA  I Just Hop CitiesXL is better (i've actually been watching the website [...]"
655796,0,@jaaayjaaay12 i knowww  where is the sun jenny?!
100828,0,I think the reason why I like Disney Channel so much is bc when I was younger I was always skating when it was on... I NEVER got to watch 
306255,0,Back in NY  Remember I burned the roof of my mouth. Well there is a piece of skin up there and I would like to get rid of it. Any ideas?
836409,1,1
313404,0,@brinshannara  I know the feeling. I was in an 8 yr relationship (off n on..mostly on) &amp; dumped a yr ago. Treadmill relationships blow 2.
323536,0,"@Suzemart ahh that does suck so your literally going to run into your house, change and walk to work. "
899777,1,1
1443781,1,1
1089749,1,1
923943,1,1
1270672,1,1
1350600,1,1
1432445,1,1
710882,0,@linthenerd Photo of Marion Barry didn't post. 
184306,0,"@classicsole lol, It isssssss. I'm addicted. "
1002774,1,1
583897,0,"@juliett1 yup, i agree with you juliett :9 ITS IMPOSSIBLE, all the day thinking of him :s I MISS HIM "
142572,0,wishes that tomorrow would not come. 
1358611,1,1
449163,0,Grabbing dinner in between wakes... skipping class for the funeral tomorrow morning.  
1123930,1,1
493122,0,@JamesDCA aaaw....omg its okay...i understand 
768101,0,Taking my new iPhone to get it exchanged. It's got something rattling in it and won't get any service half the time 
1156352,1,1
728613,0,Grrrrr... explorer.exe keeps freezing 
105514,0,it sucks havin to watch yur mother be sick and cnt help her 
1157609,1,1
130835,0,"@rebecca878 LOL, nt rli, 'cos i ddnt wna do nythin else lol, i did music at gcse nd lvd it bt it was so hard  lol is advanced hard? x"
1451190,1,1
992232,1,1
452780,0,@Akelee yesss sometimes I wish that we didnt have to wear clothes...but I do have to think realistically  lol
1152332,1,1
1317698,1,1
1595049,1,1
1192307,1,1
162705,0,@shaundiviney 04182012154 send me one PLEASE!! I TXTD IN BUT I GOT A NEW PHONE 
1294692,1,1
350763,0,"@Remember_Fawn I don't think that'll happen, 'cos Miley World's got a presale. "
758683,0,I'm still very sick  but working 11-8 anyways.
196251,0,And like that...she was gone.  #fb
529873,0,Stupid city water started spitting out rust and ruined a load of laundry. Found this stuff called White Brite that may help. So annoyed 
990428,1,1
8621,0,Omg just got in..i went to uri today. Then drove around RI and then went to outlets and then went to visit family.Didn't get to c friends 
535816,0,(@Tarahble011) I need a hug.  
814090,1,1
1399405,1,1
1570461,1,1
487186,0,hi tweets how are you all? The weather is fuc*** and I am having problems breathing.  
1516878,1,1
451442,0,@teffysnedgehead Sadness. 
911489,1,1
1251288,1,1
1113434,1,1
333111,0,@donna_de Why does the weather have to break when i've got a race coming up? A wet weekend forecast for Essex 
283495,0,"I knew the cat puke wouldn't lie, day just went from bad to worse, sis was just admitted into hospital "
624197,0,"@xodasha Me I've some jobs interviews to attend, I don't wanna go I already know the answer that's not funny "
54036,0,@eyesoffire  whatz hott wit ya....Iz it sunny out there cuz I'm gettn nuttn but rain 
883674,1,1
1192012,1,1
936621,1,1
1398524,1,1
8707,0,Homework 
744245,0,@ophieee hahaha .. I'm feeling lost and confused right now from patron  tequila is not our friend today.
161596,0,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind... 
1313980,1,1
347232,0,"@threnodycreed i sent 3 emails to joegraf no reply, there is a big thread on the forums about it. Epic has let me down "
1233961,1,1
295474,0,studying for the exams 
1356937,1,1
1189430,1,1
272326,0,"I'm wearin a dress for awards, and I don't wanna be the only one wearin one- "
1209286,1,1
319208,0,I'd like my pic to be fixed  I don't like being identified as a strange white box with a x in it! Funny how it's different on IE tho!
1205255,1,1
8598,0,is not happy with his team 
828215,1,1
989808,1,1
1453841,1,1
160769,0,Wishes you hadn't teased me with movie night 
1014173,1,1
1034597,1,1
81851,0,@SarahBrowne Oh snap gurl we need to get our asses some custom masks.  People are too stupid for their own good. 
1313515,1,1
1400228,1,1
1131536,1,1
1135061,1,1
653949,0,saturday:dentisty sunday grandparents leave me  then paint vs. kayak on account of the rain and my hypothesized healing status
260764,0,@Calumfan1 Greg has a boo-boo   Just as well - it's time for Apple to clean him up for me anyway. This MAKES me take him in.
1350073,1,1
67995,0,frustrated 
822517,1,1
543077,0,Grrr! I couldn't get my new Mac tonight because I used my card out of state then tried to make a large purchase so they had it locked! 
508643,0,@jinnpod the only momento is the pair of jeans I'm wearing.  I do hope it comes back to me as well. There goes my Divoom itour speakers.
902672,1,1
1042419,1,1
113207,0,@L_du_Coudray yeah that's why we don't go for that one that often... my fault  hm. maybe we should pretend we're animals! ...
483924,0,@coffee_smitten i miss you already 
1180000,1,1
1045800,1,1
46562,0,"@jollyrainbow if i never score in this exam, sze will take back the purse "
987421,1,1
90396,0,@TheSenator 
1533093,1,1
978766,1,1
1467713,1,1
612528,0,havin 2 write stupid geography essay 
925947,1,1
435356,0,The only way I can increase my level in this game is to execute a few plots not enough spymasters in my ring to do tasks   #playspymaster
716698,0,Off to get ready for work  seriously this sucks.
921489,1,1
300397,0,It sucks when the lights are off and I am using the laptop!Every thing is drak and they keep scaring me  coz they can see me and I don't!
1486837,1,1
121671,0,sooccciiiooollloooggggyyyyyy  2 hours...so long :/
649242,0,I have nothing to do now 
269143,0,has so much clean!! Clothes everywhere  Torture!
517633,0,is surfing web at work for perfect father's day gift while mad that they discontinued my favorite expresso at Startbucks! 
1308654,1,1
1365132,1,1
1154994,1,1
314400,0,Doesnt like work much today 
1229731,1,1
1379492,1,1
1332355,1,1
1511110,1,1
1144519,1,1
1146338,1,1
359267,0,ok.... my lunch has gone 1 hour over  I feel bad.  back to work.
930324,1,1
1476546,1,1
486482,0,well guess my charger doesnt work again!!!! grrrr..... 
117522,0,@bbum That sounds incredibly painful. 
1357414,1,1
787866,0,Why do I keep findng dog toys?! We don't even own a dog! Sadly 
1073913,1,1
1173479,1,1
2989,0,@HippyDi that's sad 
6162,0,"Fever, cold, cough and sunburn "
969043,1,1
1491910,1,1
919601,1,1
190060,0,"@dnachoh it's coolur friend is here, but you're not here "
1060712,1,1
504654,0,@thecurlyginger Ouch! 
1004394,1,1
125638,0,"@Lizz02 luckily for you, you only have 2 more classes... I on the other hand have 4 "
78763,0,"uck i feel sooooo sick!!! 2 nites now u couldnt finish dinner, what a waste of $. might have 2 go 2 walgreens...i'm miserable &amp; nauseaous "
1049945,1,1
1124436,1,1
330924,0,@JessiJaeJoplin --yess and it's murder to my eyes lol 
668131,0,Whoa!! Sounds like funnn.. Which one u goin 2?? I wanna come..  @vividvixen
317627,0,"I worship House MD. BUT swear, I'd freak out if I see anyone wearing white coats and I am the patient! "
346665,0,I miss my unlimited online life 
192500,0,My pillow's all wet 
730340,0,omg strike gently leaked hello brooklyn 
181359,0,@idkDiVAS thankss 
1309210,1,1
1167265,1,1
766618,0,Apparantly my nicknames are jonesie shanima shaz and twat 
4644,0,"Ugh, big migrane this morning "
1504323,1,1
1170693,1,1
1470780,1,1
411435,0,@aussie_matelc my parents won't let me use it  its not like i have exams anymore... :S
1414434,1,1
122734,0,Calling it a Night it has been a long week3nd and it going to be a long one Tomorrow I'm so not ready for it 
882223,1,1
4292,0,"Going out for lunch with mum, but I feel very sick and don't want to eat "
1394028,1,1
1453044,1,1
324757,0,Didnt have breakfast   Hungry now........ Thai or Indian!!!!!! but I have to reduce my weight 
20755,0,@alex876 yup yuuuuup... no frog...yupyup yip 
1069970,1,1
1530806,1,1
356666,0,Bio stinks today we were supposed to wathc madagascar 
63506,0,"@bookworm2007 I'm sorry  , hang in there &lt;3"
1470538,1,1
1106956,1,1
1231355,1,1
805271,1,1
388155,0,"@piperspipeline Yeah  I would never hold a grudge against a whole breed, but they dont generally play well w/ her so best to stay away."
1242761,1,1
2687,0,@Glinner Don't think that's the right username for Mr Brooks 
596595,0,@AnythingButMine it's such a sad thing that Danny Gokey is called a douche. 
981690,1,1
1029194,1,1
1334155,1,1
1530646,1,1
1299647,1,1
1224090,1,1
932837,1,1
852514,1,1
441677,0,is watching T.V. and not feeling so well 
767311,0,@ladyluckrulesok  Gutted that your double heart personalised necklace is sold out  sad face. I am addicted to your stuffs
1437857,1,1
575483,0,"My computer is dead  ; I tryed to operate... Dust ? No result. Tank you my old PC to be here, slow but alive !"
1313503,1,1
659638,0,I go back to the city this evening. That means back to work tomorrow 
191485,0,Oh. Scratch that last tweet. It doesn't sync with your Facebook account. 
504296,0,@icyravens Aw - I miss the taco monday. 
1263386,1,1
1239131,1,1
570114,0,camcorder is being mean  won't record sound onto comp 
699107,0,wasting time before i have to go babysit. and skylar its not far i wanted to go see Up  lucky. haha
1263950,1,1
549246,0,i wish @thejuelzsantana would go live in the studio 
825445,1,1
1436636,1,1
1501720,1,1
899676,1,1
899817,1,1
